date,account_value,unrealized_pnl,total_value,open_positions,trades_entered_today,returns,cummax,drawdown
2018-01-29 12:00:00,150179.02836997743,3.693113232798817,150182.72148321022,4,1,-0.00122877868848148,150367.48985017856,-0.0012287786884814258
2018-01-30 12:00:00,150179.02836997743,-260.3422200781242,149918.6861498993,4,0,-0.0017580939451842248,150367.48985017856,-0.0029847123252934775
2018-01-31 12:00:00,150179.02836997743,-172.29547222639007,150006.73289775103,4,0,0.0005872966880440256,150367.48985017856,-0.0023991685489129213
2018-02-01 12:00:00,150038.44950697376,-51.705725555864746,149986.7437814179,1,0,-0.000133254794281501,150367.48985017856,-0.0025321036424830177
2018-02-02 12:00:00,150037.14950697377,-212.79454331093834,149824.35496366283,2,1,-0.0010826878006747753,150367.48985017856,-0.003612049965433996
2018-02-05 12:00:00,150037.14950697377,-481.4823001880417,149555.66720678573,2,0,-0.0017933516679732309,150367.48985017856,-0.005398923957576935
2018-02-06 12:00:00,150037.14950697377,-417.6658547628384,149619.48365221094,2,0,0.0004267069688304037,150367.48985017856,-0.004974520747223449
2018-02-07 12:00:00,150035.84950697378,-500.72818494651426,149535.12132202726,3,1,-0.0005638458850705241,150367.48985017856,-0.005535561769240468
2018-02-08 12:00:00,149161.43885874355,-253.4704684756998,148907.96839026787,1,0,-0.004194017607467626,150367.48985017856,-0.009706363133180714
2018-02-09 12:00:00,149160.13885874356,-170.7839009831299,148989.35495776043,2,1,0.0005465561606432523,150367.48985017856,-0.009165112045105407
2018-02-12 12:00:00,149158.83885874358,-79.19024930675715,149079.64860943682,3,1,0.0006060409597852257,150367.48985017856,-0.008564625518620505
2018-02-13 12:00:00,149158.83885874358,-65.49255245659673,149093.34630628699,3,0,9.188173555507717e-05,150367.48985017856,-0.008473530715722502
2018-02-14 12:00:00,149188.86781489002,37.33653118955555,149226.20434607958,3,1,0.0008911064315348938,150367.48985017856,-0.007589975101906154
2018-02-15 12:00:00,149300.43390183407,51.57838435144553,149352.01228618552,2,1,0.0008430686866105486,150367.48985017856,-0.006753305285636109
2018-02-16 12:00:00,149299.13390183408,52.85327963607174,149351.98718147015,3,1,-1.68090908081453e-07,150367.48985017856,-0.0067534722413749955
2018-02-20 12:00:00,149297.8339018341,-41.04515596972724,149256.78874586435,4,1,-0.0006374099026223989,150367.48985017856,-0.007386577413913603
2018-02-21 12:00:00,149296.5339018341,-118.54487677105652,149177.98902506306,5,1,-0.0005279473145806124,150367.48985017856,-0.007910625004784544
2018-02-22 12:00:00,149271.33992201413,23.40797437764852,149294.74789639178,3,1,0.0007826816281126803,150367.48985017856,-0.007134134877529904
2018-02-23 12:00:00,149536.17926730184,0.0,149536.17926730184,1,1,0.0016171457758018537,150367.48985017856,-0.005528526037809243
2018-02-26 12:00:00,149534.87926730185,51.41648927117879,149586.29575657303,2,1,0.00033514624699360063,150367.48985017856,-0.0051952326555686325
2018-02-27 12:00:00,149533.57926730186,-127.18136849274285,149406.3978988091,3,1,-0.001202635955747433,150367.48985017856,-0.006391620637725982
2018-02-28 12:00:00,149532.27926730187,-319.4029928070553,149212.8762744948,4,1,-0.001295269995367776,150367.48985017856,-0.007678611758659946
2018-03-01 12:00:00,149367.93773320448,-554.9209682364028,148813.01676496808,3,0,-0.0026797922505771288,150367.48985017856,-0.010337826924951079
2018-03-02 12:00:00,149366.6377332045,-409.41339238146486,148957.22434082304,4,1,0.0009690521635128402,150367.48985017856,-0.009378792654985904
2018-03-05 12:00:00,149365.3377332045,-94.39325082878821,149270.94448237572,5,1,0.0021061089379248443,150367.48985017856,-0.007292436476098695
2018-03-06 12:00:00,149364.03773320452,4.614537161233812,149368.65227036574,6,1,0.0006545666896451419,150367.48985017856,-0.006642643172457263
2018-03-07 12:00:00,149451.2019099026,-39.4254233614826,149411.77648654112,6,1,0.00028870995031349267,150367.48985017856,-0.006355851019324003
2018-03-08 12:00:00,149510.4284759606,138.35675748272197,149648.7852334433,4,1,0.0015862788896265911,150367.48985017856,-0.0047796542819950475
2018-03-09 12:00:00,149968.25634554753,0.0,149968.25634554753,1,1,0.0021348059164387756,150367.48985017856,-0.0026550519997960756
2018-03-12 12:00:00,149966.95634554754,-11.852538169618043,149955.10380737792,2,1,-8.770214770859042e-05,150367.48985017856,-0.0027425212937419725
2018-03-13 12:00:00,149966.95634554754,-93.08025974584812,149873.8760858017,2,0,-0.0005416802730540127,150367.48985017856,-0.003282715997112777
2018-03-14 12:00:00,149965.65634554756,-174.63271109723183,149791.02363445034,3,1,-0.0005528144965298853,150367.48985017856,-0.0038337157606514677
2018-03-15 12:00:00,149879.84950203035,-82.34435768413411,149797.5051443462,3,1,4.3270349174617806e-05,150367.48985017856,-0.003790611297696498
2018-03-16 12:00:00,149878.54950203036,-29.521133323574666,149849.0283687068,4,1,0.00034395248646457155,150367.48985017856,-0.003447962601413095
2018-03-19 12:00:00,149877.24950203038,-443.4851928349825,149433.7643091954,5,1,-0.0027712162303089594,150367.48985017856,-0.006209623781799545
2018-03-20 12:00:00,149877.24950203038,-346.56393987727813,149530.68556215308,5,0,0.0006485900519588306,150367.48985017856,-0.005565061230052089
2018-03-21 12:00:00,149875.9495020304,-363.85568001168156,149512.0938220187,6,1,-0.00012433394566790934,150367.48985017856,-0.0056887032496994215
2018-03-22 12:00:00,148750.50104564533,-285.78589735243906,148464.7151482929,2,0,-0.007005310720700875,150367.48985017856,-0.012654162836538271
2018-03-23 12:00:00,148750.50104564533,-505.8331869087806,148244.66785873656,2,0,-0.0014821521015045969,150367.48985017856,-0.014117559544001946
2018-03-26 12:00:00,148750.50104564533,-190.6125853756181,148559.88846026972,2,0,0.0021263537237881103,150367.48985017856,-0.012021224745520991
2018-03-27 12:00:00,148750.50104564533,-403.592001979227,148346.9090436661,2,0,-0.0014336266593293345,150367.48985017856,-0.013437617456577323
